5.89636998701,3.85665239885,5.89964957572,153.383348812,6.49919685561,94.7386775818
4.71882876978,3.5831303238,6.22580903765,126.667801774,6.6793317673,140.589081753
4.90524397252,4.01152080178,2.79735065539,94.971193927,4.07578682501,118.577188165
6.01028170181,3.91983312751,2.9716312602,130.792657462,6.21664636324,142.794067703
6.52232696064,4.07115377408,5.68154835691,144.988798081,5.69708860565,124.116448842
3.89912851401,3.724928532,3.07722694786,138.324705364,2.91020354615,175.514566071
5.20587177155,3.8743546711,3.7976399025,91.057858112,3.08428030705,114.046310106
4.74991060612,3.66937544217,3.65511729327,151.942532175,3.18540740077,167.796332671
6.64279317063,3.99843814809,3.19142552348,116.06884927,3.64163332557,134.026957133
6.93539867906,4.1236745777,2.26993500091,97.3062190625,2.69997713258,169.305692988
4.40520809446,3.5579465925,2.10837427891,178.567292411,2.37509417514,112.639360279
3.65218780659,3.6134380237,3.88078537058,157.335469152,4.2884667255,163.476897768
6.23140879312,3.77217528862,4.30461883578,125.294648027,4.46368383783,147.330108177
6.33990963685,3.8869097057,2.36273356302,162.090750264,2.15869847299,108.455934289
3.96227098391,3.76133959076,4.12377197712,133.561735935,2.23454013464,157.147150356
5.27671093297,3.93646308432,4.43762421305,176.796249457,2.56921089442,92.3784165804
5.74543891957,3.81783525914,5.59980603917,102.593398626,4.70713315348,121.829212019
3.75011792579,4.14952264283,6.88647629629,173.707910452,5.14417844865,130.616983561
3.11338104873,4.16159567216,4.56164185113,109.886764602,3.4987296811,127.509243235
5.50627630387,3.79820388107,6.05417843697,107.890663921,5.89146348981,144.516091644
4.24909097497,4.10375796704,3.36841412111,165.070075818,5.20726291294,179.96778393
3.31986089837,3.60737232289,4.76846072981,160.907529398,3.7880253931,151.951396078
4.14422999618,3.658512557,5.00829448593,147.473547747,4.51475913989,103.193294601
4.57795756987,3.53665176947,4.92598059858,142.924688565,6.04676138492,107.404506476
5.10286516,3.69074686228,6.33410825141,101.9399299,6.50714735752,96.1503129936
5.62104550753,3.51408075136,6.71084000946,136.537523367,3.87855960031,173.2950845
3.50997559671,3.96115408834,6.6030689465,122.175952285,6.94994274658,101.990627346
3.1778007415,3.74895371297,2.59059227458,168.268619225,5.34512237219,155.626031846
6.17539406384,4.02697659456,5.42447210331,111.926334651,4.98738247536,160.939363032
6.81985049856,4.06322128938,5.26957086058,118.916281834,5.59672130898,135.167734392
3.0034,3.7011,5.6199,124.39,5.7299,151.76
4.0607,3.5947,6.9986,129.17,4.2785,147.73
3.0,3.5002,2.0012,168.12,6.1565,139.86
3.0001,3.709,3.3174,143.08,3.7787,163.7
3.2488,4.1723,2.0073,92.648,5.999,108.68
6.8404,3.5222,6.9988,125.34,5.9817,150.8
3.6512,3.671,2.4082,175.96,3.7372,134.79
6.4176,4.0214,2.6667,173.07,5.6028,143.62
3.0113,3.6507,5.4517,179.82,4.4232,113.85
3.0004,3.5016,2.0001,172.49,2.0008,149.91
4.1122,3.999,6.7557,131.54,6.9996,142.4
3.0006,4.1791,7.0,127.34,5.8862,143.89
3.0,3.6,6.9997,134.62,6.8839,132.1
6.9994,3.8724,2.0003,152.32,6.7396,155.86
6.715,3.8797,2.0006,145.78,5.7945,175.74
3.0003,3.5454,6.8195,174.36,5.4091,146.41
3.0136,3.6204,6.9999,111.82,3.7089,122.39
3.2686,3.5198,5.1509,136.12,5.8859,140.72
3.7114,3.5038,2.0016,154.98,3.9333,154.64
6.9994,3.5254,4.0192,129.74,4.5848,161.49
5.4472,3.9705,5.7756,133.24,4.1451,146.99
3.0013,3.5,6.5459,128.01,3.8875,129.4
6.9825,3.7398,4.3289,152.23,6.9999,136.72
3.0002,3.8533,5.7514,129.2,4.9721,142.19
3.0,3.8888,2.9335,156.85,5.4736,144.66
6.2159,3.739,2.2581,148.01,4.8083,144.36
3.0001,4.18,6.9999,139.05,6.0614,144.67
4.2037,4.0093,6.9971,120.46,6.998,150.43
5.465,3.5012,6.0302,90.041,5.614,90.001
6.2022,4.1798,3.405,154.76,6.9991,146.66
3.0001,4.179,3.9432,143.58,5.1446,179.99
5.8079,3.5,3.9647,148.89,6.9997,152.15
3.006,3.5,5.7384,154.7,6.9947,121.91
6.9682,3.5001,5.6056,166.64,6.994,169.06
6.9966,3.5,2.8211,154.59,6.4315,145.84
5.2642,3.8732,2.0014,90.0,2.0006,113.81
3.6261,3.5001,2.1941,119.19,6.9991,168.14
3.007,3.5003,2.002,129.24,6.9999,175.56
3.257,3.5022,2.8863,125.02,6.9934,157.73
6.9963,3.614,4.5766,136.36,6.1973,150.25
3.9166,3.5001,6.9983,117.95,2.6372,143.66
3.0049,3.5004,6.9998,149.42,6.9971,134.91
4.7768,3.9811,6.9988,129.73,4.3007,137.57
3.0,4.0209,3.8136,168.2,2.4547,135.15
3.0011,3.5,3.6212,124.64,4.0702,172.09
3.0006,3.7657,2.6051,146.22,6.9987,143.77
4.1468,4.18,2.539,148.16,2.0,139.33
3.0,3.7705,4.6706,168.5,6.9016,135.44
3.0027,3.5034,2.9797,180.0,2.0076,119.75
5.7204,4.1786,2.0019,126.63,6.9997,167.94
5.4178,4.1797,5.6748,124.7,2.0004,151.85
6.9935,3.8547,4.8258,146.72,4.5447,152.14
4.1548,4.018,2.0012,121.65,6.9994,179.04
3.0006,3.5,4.0498,112.0,6.8172,155.52
3.4146,3.5023,4.476,152.12,6.9997,142.82
3.0086,3.7236,4.9601,98.349,6.9937,90.001
3.0009,3.5013,3.9067,179.46,2.0001,140.51
3.0374,4.1785,2.0061,152.68,4.1884,159.14
6.9999,4.1799,6.9993,170.48,2.0003,158.38
3.0002,4.18,2.5298,161.42,3.9863,152.45
3.03,4.1796,5.1725,172.52,2.9531,147.78
6.9711,3.5003,5.7244,135.06,3.9613,133.29
6.9046,3.6707,5.3509,173.37,2.2048,132.24
7.0,3.5155,5.5888,174.04,2.6242,163.7
3.0825,3.5,6.9812,111.03,5.7897,149.67
3.4684,3.5,3.9204,173.99,2.1609,123.32
6.9991,3.5,5.8415,150.81,7.0,170.38
5.6213,4.1784,2.0098,134.55,3.7072,170.51
6.9994,3.553,6.9819,167.3,5.6113,120.93
3.0003,4.1537,2.3835,152.8,6.2914,157.88
6.9987,4.0592,6.9988,166.04,4.3442,138.34
3.0065,4.0945,3.5362,173.65,6.5983,110.36
6.9956,3.5213,6.9942,99.474,6.992,90.003
4.0825,3.5,6.9963,139.3,4.9811,121.97
6.9998,4.0072,6.995,164.67,2.3053,178.17
4.0575,4.18,3.8299,114.0,6.9976,169.3
3.004,4.1796,2.4444,180.0,2.6458,117.57
7.0,3.5001,5.9456,141.81,6.9635,135.08
3.0002,4.1792,6.9997,160.57,6.9976,120.58
3.0009,4.1793,6.7886,170.34,6.6452,100.07
3.0001,3.9046,7.0,167.51,3.1662,103.7
3.0111,3.554,6.9999,169.8,5.3419,103.0
4.5275,4.1799,6.9926,169.03,4.3013,107.52
3.0182,3.94,2.1206,153.06,2.0011,162.88
3.0,4.18,6.9498,167.14,3.5108,91.956
3.0003,4.1798,5.7421,169.56,6.9996,102.84
6.5963,4.18,7.0,174.75,4.6818,172.31
5.4389,4.18,4.2575,112.04,2.0001,174.67
6.994,3.5934,2.0018,163.94,4.0982,157.94
3.8927,4.178,4.8939,121.81,5.3524,177.24
3.0088,3.5,6.9994,118.78,4.7627,140.37
6.9972,3.5,3.6327,134.53,2.9143,146.76
3.0003,3.5965,6.9975,169.41,2.0113,108.06
6.9996,3.935,4.0468,140.13,2.0012,179.89
6.9994,3.7865,3.4202,142.29,2.0334,169.08
4.4805,3.9235,2.0,150.19,5.0384,155.27
3.0002,3.5558,4.5771,111.86,6.9993,169.31
3.005,3.9879,2.4758,119.5,6.6815,163.83
5.2921,3.5003,3.7187,159.12,6.9997,159.0
6.7451,3.5001,6.031,139.1,2.0,145.24
3.0454,3.6643,6.9899,144.32,3.2288,147.79
3.0353,3.6524,5.5505,166.49,3.0041,180.0
6.9999,4.18,2.0019,142.16,5.5751,159.07
7.0,3.5219,2.0,137.36,4.0122,163.98
6.9945,4.178,7.0,107.58,2.1601,150.53
